Country Name	Country Code	Series Name	Series Code	1990 [YR1990]	1991 [YR1991]	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]
Afghanistan	AFG	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.FE.ZS	14.7849998474121	14.8509998321533	14.9090003967285	14.9169998168945	14.9119997024536	14.9659996032715	14.8039999008179	14.6619997024536	14.5740003585815	14.5319995880127	14.5089998245239	14.8159999847412	15.1770000457764	15.5329999923706	15.8470001220703	16.1110000610352	15.6549997329712	15.2209997177124	14.8769998550415	14.6940002441406	14.7089996337891	15.2580003738403	15.9919996261597	16.8589992523193	17.7859992980957	18.7169990539551	19.4190006256104
Afghanistan	AFG	Labor force with advanced education, female (% of female working-age population with advanced education)	SL.TLF.ADVN.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Afghanistan	AFG	Labor force with basic education, female (% of female working-age population with basic education)	SL.TLF.BASC.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Afghanistan	AFG	Life expectancy at birth, female (years)	SP.DYN.LE00.FE.IN	50.874	51.667	52.393	53.051	53.643	54.179	54.676	55.156	55.642	56.145	56.678	57.249	57.849	58.468	59.1	59.73	60.346	60.933	61.486	61.999	62.476	62.924	63.354	63.778	64.197	64.613	65.024
Afghanistan	AFG	Literacy rate, adult female (% of females ages 15 and above)	SE.ADT.LITR.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17.612060546875	..	..	..	..	..
Albania	ALB	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.FE.ZS	53.5900001525879	55.7809982299805	56.0970001220703	55.2809982299805	54.5349998474121	53.5019989013672	52.9070014953613	53.5610008239746	52.9780006408691	52.1650009155273	51.7179985046387	51.0950012207031	50.6790008544922	49.7589988708496	48.8779983520508	48.0509986877441	47.3889999389648	46.8030014038086	46.2690010070801	44.9449996948242	45.693000793457	47.1040000915527	48.8059997558594	44.6500015258789	44.7890014648438	47.6759986877441	47.4389991760254
Albania	ALB	Labor force with advanced education, female (% of female working-age population with advanced education)	SL.TLF.ADVN.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	77.1728973388672	75.356201171875	78.8041000366211	77.5735015869141	74.7473983764648	71.7534027099609	72.9356002807617	73.3300018310547	74.2099990844727	..
Albania	ALB	Labor force with basic education, female (% of female working-age population with basic education)	SL.TLF.BASC.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	54.0663986206055	56.2799987792969	59.3305015563965	59.8919982910156	61.9471015930176	59.907600402832	55.5238990783691	62.3499984741211	63.25	..
Albania	ALB	Life expectancy at birth, female (years)	SP.DYN.LE00.FE.IN	74.992	74.981	74.985	75.039	75.158	75.352	75.618	75.931	76.269	76.616	76.953	77.264	77.541	77.782	77.988	78.17	78.344	78.528	78.733	78.962	79.209	79.462	79.705	79.927	80.124	80.297	80.451
Albania	ALB	Literacy rate, adult female (% of females ages 15 and above)	SE.ADT.LITR.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	98.2522735595703	..	..	..	..	..	..	94.6818084716797	..	..	95.6914825439453	96.1360702514648	..	..	..	..
Algeria	DZA	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.FE.ZS	11.496000289917	11.5349998474121	11.581000328064	11.6470003128052	11.7239999771118	11.8039999008179	11.8669996261597	11.8129997253418	11.798999786377	11.8249998092651	11.8929996490479	12.0069999694824	12.1619997024536	12.3549995422363	12.5830001831055	12.8430004119873	13.1330003738403	13.4549999237061	13.8120002746582	14.206000328064	14.378999710083	15.2390003204346	16.1569995880127	16.8819999694824	15.3400001525879	15.2370004653931	15.125
Algeria	DZA	Labor force with advanced education, female (% of female working-age population with advanced education)	SL.TLF.ADVN.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Algeria	DZA	Labor force with basic education, female (% of female working-age population with basic education)	SL.TLF.BASC.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Algeria	DZA	Life expectancy at birth, female (years)	SP.DYN.LE00.FE.IN	68.267	68.551	68.811	69.073	69.357	69.679	70.044	70.439	70.856	71.293	71.748	72.22	72.703	73.189	73.669	74.13	74.561	74.957	75.314	75.634	75.918	76.174	76.412	76.644	76.873	77.103	77.333
Algeria	DZA	Literacy rate, adult female (% of females ages 15 and above)	SE.ADT.LITR.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	60.075080871582	..	..	..	63.9187889099121	..	67.5487518310547	..	..	..	..	..	..	..	..
American Samoa	ASM	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
American Samoa	ASM	Labor force with advanced education, female (% of female working-age population with advanced education)	SL.TLF.ADVN.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
American Samoa	ASM	Labor force with basic education, female (% of female working-age population with basic education)	SL.TLF.BASC.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
American Samoa	ASM	Life expectancy at birth, female (years)	SP.DYN.LE00.FE.IN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
American Samoa	ASM	Literacy rate, adult female (% of females ages 15 and above)	SE.ADT.LITR.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Andorra	AND	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Andorra	AND	Labor force with advanced education, female (% of female working-age population with advanced education)	SL.TLF.ADVN.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Andorra	AND	Labor force with basic education, female (% of female working-age population with basic education)	SL.TLF.BASC.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Andorra	AND	Life expectancy at birth, female (years)	SP.DYN.LE00.FE.IN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Andorra	AND	Literacy rate, adult female (% of females ages 15 and above)	SE.ADT.LITR.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	100	100
Angola	AGO	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.FE.ZS	75.1510009765625	75.1060028076172	74.9940032958984	74.7620010375977	74.6910018920898	74.6640014648438	74.6999969482422	74.7239990234375	74.7419967651367	74.7399978637695	74.7320022583008	74.7600021362305	74.7220001220703	74.7350006103516	74.7760009765625	74.8539962768555	74.9860000610352	75.1149978637695	75.2050018310547	75.245002746582	75.2829971313477	75.3430023193359	75.3929977416992	75.431999206543	75.4359970092773	75.4020004272461	75.3339996337891
Angola	AGO	Labor force with advanced education, female (% of female working-age population with advanced education)	SL.TLF.ADVN.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	90.6949005126953	..	..	..	..	..	..	89.7556991577148	..	..	..	..	..
Angola	AGO	Labor force with basic education, female (% of female working-age population with basic education)	SL.TLF.BASC.FE.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	78.2304992675781	..	..	..	..	..	..	74.2110977172852	..	..	..	..	..
